Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
4.2150          -6.8554      -9.0385       2.1831   375.3
4.2160          -6.8512      -9.0366       2.1853   375.7
4.2170          -6.8399      -9.0347       2.1947   377.3
4.2180          -6.8433      -9.0326       2.1893   376.4
4.2190          -6.8293      -9.0304       2.2011   378.4
4.2200          -6.8116      -9.0280       2.2165   381.1
4.2210          -6.8110      -9.0255       2.2145   380.7
4.2220          -6.7985      -9.0227       2.2242   382.4
4.2230          -6.8379      -9.0196       2.1818   375.1
4.2240          -6.8201      -9.0163       2.1961   377.6
4.2250          -6.8088      -9.0126       2.2038   378.9
4.2260          -6.8151      -9.0082       2.1931   377.0
4.2270          -6.8326      -9.0036       2.1709   373.2
4.2280          -6.8581      -8.9988       2.1407   368.0
4.2290          -6.8497      -8.9937       2.1440   368.6
4.2300          -6.8147      -8.9880       2.1733   373.6
4.2310          -6.8126      -8.9820       2.1695   373.0
4.2320          -6.8335      -8.9755       2.1421   368.3
4.2330          -6.8295      -8.9686       2.1391   367.7
4.2340          -6.8225      -8.9611       2.1386   367.7
4.2350          -6.8019      -8.9533       2.1514   369.9
4.2360          -6.8106      -8.9450       2.1344   366.9
4.2370          -6.8117      -8.9364       2.1247   365.3
4.2380          -6.7955      -8.9273       2.1318   366.5
4.2390          -6.7963      -8.9176       2.1213   364.7
4.2400          -6.7976      -8.9076       2.1100   362.7
4.2410          -6.7691      -8.8973       2.1283   365.9
4.2420          -6.7759      -8.8869       2.1110   362.9
4.2430          -6.7384      -8.8760       2.1376   367.5
4.2440          -6.7460      -8.8647       2.1187   364.2
4.2450          -6.7379      -8.8531       2.1152   363.6
4.2460          -6.7125      -8.8415       2.1290   366.0
4.2470          -6.7133      -8.8297       2.1164   363.9
4.2480          -6.7270      -8.8175       2.0905   359.4
4.2490          -6.7304      -8.8052       2.0748   356.7
4.2500          -6.7321      -8.7930       2.0608   354.3
4.2510          -6.7349      -8.7808       2.0458   351.7
4.2520          -6.7200      -8.7689       2.0490   352.3
4.2530          -6.7139      -8.7575       2.0435   351.3
4.2540          -6.7162      -8.7463       2.0301   349.0
4.2550          -6.7202      -8.7354       2.0152   346.4
4.2560          -6.7322      -8.7246       1.9924   342.5
4.2570          -6.7342      -8.7143       1.9801   340.4
4.2580          -6.7296      -8.7043       1.9748   339.5
4.2590          -6.7329      -8.6947       1.9619   337.3
4.2600          -6.7161      -8.6855       1.9694   338.6
4.2610          -6.7022      -8.6767       1.9745   339.5
4.2620          -6.7071      -8.6690       1.9619   337.3
4.2630          -6.7196      -8.6624       1.9428   334.0
4.2640          -6.7382      -8.6569       1.9187   329.9
4.2650          -6.7465      -8.6521       1.9056   327.6
4.2660          -6.7332      -8.6480       1.9147   329.2
4.2670          -6.7212      -8.6447       1.9235   330.7
4.2680          -6.7231      -8.6425       1.9194   330.0
4.2690          -6.7292      -8.6413       1.9121   328.7
4.2700          -6.7418      -8.6407       1.8989   326.4
4.2710          -6.7490      -8.6403       1.8913   325.1
4.2720          -6.7490      -8.6405       1.8915   325.2
4.2730          -6.7618      -8.6413       1.8795   323.1
4.2740          -6.7751      -8.6427       1.8676   321.1
4.2750          -6.7658      -8.6448       1.8790   323.0
4.2760          -6.7495      -8.6479       1.8984   326.4
4.2770          -6.7523      -8.6514       1.8991   326.5
4.2780          -6.7339      -8.6553       1.9214   330.3
4.2790          -6.7295      -8.6596       1.9301   331.8
4.2800          -6.7388      -8.6639       1.9251   331.0
4.2810          -6.7335      -8.6684       1.9349   332.6
4.2820          -6.7145      -8.6733       1.9588   336.7
4.2830          -6.7195      -8.6780       1.9586   336.7
4.2840          -6.7158      -8.6827       1.9669   338.2
4.2850          -6.7076      -8.6875       1.9799   340.4
4.2860          -6.7223      -8.6922       1.9698   338.7
4.2870          -6.7225      -8.6966       1.9741   339.4
4.2880          -6.7469      -8.7011       1.9542   336.0
4.2890          -6.7605      -8.7053       1.9447   334.3
4.2900          -6.7751      -8.7093       1.9342   332.5
4.2910          -6.7916      -8.7131       1.9215   330.3
4.2920          -6.7892      -8.7166       1.9273   331.3
4.2930          -6.7701      -8.7197       1.9495   335.2
4.2940          -6.7727      -8.7220       1.9493   335.1
4.2950          -6.8109      -8.7238       1.9129   328.9
4.2960          -6.8203      -8.7251       1.9047   327.5
4.2970          -6.8342      -8.7259       1.8917   325.2
4.2980          -6.8600      -8.7264       1.8665   320.9
4.2990          -6.8574      -8.7266       1.8693   321.4
4.3000          -6.8503      -8.7260       1.8757   322.5
4.3010          -6.8277      -8.7251       1.8973   326.2
4.3020          -6.8265      -8.7240       1.8975   326.2
4.3030          -6.8163      -8.7224       1.9061   327.7
4.3040          -6.7972      -8.7204       1.9231   330.6
4.3050          -6.8154      -8.7181       1.9027   327.1
4.3060          -6.8159      -8.7153       1.8994   326.5
4.3070          -6.8070      -8.7126       1.9056   327.6
4.3080          -6.8202      -8.7098       1.8896   324.9
4.3090          -6.8078      -8.7070       1.8991   326.5
4.3100          -6.8041      -8.7040       1.8999   326.6
4.3110          -6.7937      -8.7010       1.9073   327.9
4.3120          -6.8100      -8.6979       1.8878   324.6
4.3130          -6.8246      -8.6947       1.8701   321.5
4.3140          -6.8173      -8.6919       1.8747   322.3
4.3150          -6.8091      -8.6892       1.8801   323.2
4.3160          -6.8016      -8.6864       1.8848   324.0
4.3170          -6.8144      -8.6838       1.8694   321.4
4.3180          -6.8309      -8.6814       1.8506   318.1
4.3190          -6.8077      -8.6793       1.8716   321.8
4.3200          -6.8215      -8.6774       1.8558   319.1
4.3210          -6.8289      -8.6756       1.8467   317.5
4.3220          -6.8467      -8.6742       1.8275   314.2
4.3230          -6.8487      -8.6736       1.8249   313.7
4.3240          -6.8382      -8.6733       1.8351   315.5
4.3250          -6.8387      -8.6731       1.8344   315.4
4.3260          -6.8229      -8.6732       1.8503   318.1
4.3270          -6.8305      -8.6738       1.8433   316.9
4.3280          -6.8550      -8.6751       1.8200   312.9
4.3290          -6.8262      -8.6766       1.8504   318.1
4.3300          -6.8365      -8.6784       1.8419   316.7
4.3310          -6.8358      -8.6805       1.8447   317.1
4.3320          -6.7961      -8.6832       1.8871   324.4
4.3330          -6.7869      -8.6864       1.8995   326.6
4.3340          -6.7969      -8.6898       1.8929   325.4
4.3350          -6.8184      -8.6937       1.8753   322.4
4.3360          -6.8237      -8.6981       1.8744   322.2
4.3370          -6.8107      -8.7026       1.8918   325.2
4.3380          -6.7938      -8.7071       1.9133   328.9
4.3390          -6.7914      -8.7120       1.9206   330.2
4.3400          -6.7924      -8.7168       1.9244   330.8
4.3410          -6.8174      -8.7212       1.9037   327.3
4.3420          -6.7896      -8.7254       1.9357   332.8
4.3430          -6.8111      -8.7297       1.9187   329.9
4.3440          -6.8181      -8.7342       1.9161   329.4
4.3450          -6.8174      -8.7384       1.9211   330.3
4.3460          -6.8201      -8.7424       1.9223   330.5
4.3470          -6.8101      -8.7465       1.9363   332.9
4.3480          -6.8048      -8.7507       1.9459   334.5
4.3490          -6.8130      -8.7551       1.9421   333.9
4.3500          -6.8127      -8.7594       1.9467   334.7
4.3510          -6.8120      -8.7636       1.9516   335.5
4.3520          -6.8065      -8.7679       1.9614   337.2
4.3530          -6.8135      -8.7720       1.9585   336.7
4.3540          -6.8143      -8.7764       1.9621   337.3
4.3550          -6.8341      -8.7809       1.9468   334.7
4.3560          -6.8491      -8.7854       1.9363   332.9
4.3570          -6.8384      -8.7901       1.9517   335.5
4.3580          -6.8674      -8.7948       1.9274   331.4
4.3590          -6.9016      -8.7996       1.8980   326.3
4.3600          -6.9038      -8.8045       1.9007   326.8
4.3610          -6.9052      -8.8093       1.9041   327.4
4.3620          -6.9232      -8.8143       1.8912   325.1
4.3630          -6.9185      -8.8195       1.9010   326.8
4.3640          -6.9238      -8.8249       1.9011   326.8
4.3650          -6.9301      -8.8305       1.9004   326.7
4.3660          -6.9329      -8.8363       1.9034   327.2
4.3670          -6.9419      -8.8423       1.9004   326.7
4.3680          -6.9358      -8.8482       1.9125   328.8
4.3690          -6.9620      -8.8545       1.8925   325.4
4.3700          -6.9785      -8.8605       1.8820   323.6
4.3710          -6.9696      -8.8669       1.8972   326.2
4.3720          -6.9927      -8.8734       1.8808   323.3
4.3730          -7.0095      -8.8800       1.8705   321.6
4.3740          -7.0016      -8.8868       1.8853   324.1
4.3750          -7.0161      -8.8940       1.8779   322.8
4.3760          -7.0002      -8.9010       1.9008   326.8
4.3770          -6.9919      -8.9081       1.9162   329.4
4.3780          -6.9866      -8.9152       1.9285   331.5
4.3790          -6.9850      -8.9221       1.9371   333.0
4.3800          -6.9957      -8.9288       1.9331   332.3
4.3810          -6.9502      -8.9356       1.9854   341.3
4.3820          -6.9508      -8.9424       1.9916   342.4
4.3830          -6.9552      -8.9493       1.9941   342.8
4.3840          -6.9481      -8.9561       2.0080   345.2
4.3850          -6.9450      -8.9631       2.0181   346.9
4.3860          -6.9491      -8.9700       2.0209   347.4
4.3870          -6.9544      -8.9766       2.0222   347.7
4.3880          -6.9612      -8.9828       2.0216   347.6
4.3890          -6.9740      -8.9890       2.0150   346.4
4.3900          -6.9652      -8.9949       2.0297   348.9
4.3910          -6.9627      -9.0006       2.0380   350.4
4.3920          -6.9458      -9.0061       2.0603   354.2
4.3930          -6.9331      -9.0116       2.0785   357.3
4.3940          -6.9098      -9.0169       2.1071   362.2
4.3950          -6.8759      -9.0217       2.1459   368.9
4.3960          -6.8704      -9.0259       2.1555   370.6
4.3970          -6.8686      -9.0299       2.1613   371.6
4.3980          -6.8542      -9.0339       2.1797   374.7
4.3990          -6.8803      -9.0378       2.1576   370.9
4.4000          -6.8698      -9.0416       2.1719   373.4
4.4010          -6.9187      -9.0453       2.1266   365.6
4.4020          -6.9113      -9.0492       2.1378   367.5
4.4030          -6.9120      -9.0527       2.1407   368.0
4.4040          -6.8967      -9.0564       2.1597   371.3
4.4050          -6.8892      -9.0604       2.1713   373.3
4.4060          -6.8860      -9.0648       2.1787   374.6
4.4070          -6.8849      -9.0691       2.1842   375.5
4.4080          -6.8622      -9.0737       2.2115   380.2
4.4090          -6.8498      -9.0786       2.2288   383.2
4.4100          -6.8509      -9.0834       2.2325   383.8
4.4110          -6.8730      -9.0883       2.2153   380.9
4.4120          -6.8573      -9.0934       2.2360   384.4
4.4130          -6.8240      -9.0985       2.2745   391.0
4.4140          -6.8127      -9.1035       2.2908   393.8
4.4150          -6.8055      -9.1084       2.3029   395.9
4.4160          -6.8149      -9.1139       2.2990   395.2
4.4170          -6.8119      -9.1195       2.3076   396.7
4.4180          -6.8258      -9.1249       2.2991   395.3
4.4190          -6.8227      -9.1306       2.3080   396.8
4.4200          -6.8098      -9.1364       2.3266   400.0
4.4210          -6.8103      -9.1421       2.3318   400.9
4.4220          -6.8095      -9.1479       2.3384   402.0
4.4230          -6.7864      -9.1536       2.3672   407.0
4.4240          -6.8165      -9.1587       2.3422   402.7
4.4250          -6.7988      -9.1635       2.3647   406.5
4.4260          -6.7857      -9.1675       2.3818   409.5
4.4270          -6.7861      -9.1710       2.3848   410.0
4.4280          -6.7838      -9.1739       2.3901   410.9
4.4290          -6.7700      -9.1762       2.4062   413.7
4.4300          -6.7854      -9.1777       2.3923   411.3
4.4310          -6.7905      -9.1785       2.3881   410.6
4.4320          -6.7883      -9.1786       2.3903   410.9
4.4330          -6.7959      -9.1777       2.3818   409.5
4.4340          -6.7901      -9.1764       2.3863   410.2
4.4350          -6.7765      -9.1744       2.3978   412.2
4.4360          -6.7771      -9.1719       2.3948   411.7
4.4370          -6.7859      -9.1689       2.3830   409.7
4.4380          -6.7896      -9.1653       2.3757   408.4
4.4390          -6.7705      -9.1613       2.3908   411.0
4.4400          -6.7772      -9.1565       2.3794   409.1
